"ent","sex","eda5c","e_con","niv_ins","t_loc","rama","ing7c","mh_col","eda"
"19",1,2,5,4,2,1,4,6,"35"
"21",1,3,6,2,1,4,2,6,"46"
"21",1,2,6,4,3,4,5,6,"32"
"21",2,3,2,4,1,3,7,6,"49"
"05",1,2,6,4,1,3,5,6,"40"
"24",2,2,5,4,1,4,2,6,"28"
"24",2,2,5,4,1,4,2,6,"28"
"31",1,2,5,4,1,4,4,6,"43"
"31",1,3,5,4,1,3,5,6,"49"
"28",1,3,5,4,2,3,5,6,"51"
"16",1,3,2,2,1,1,4,5,"57"
"27",1,4,2,3,1,3,3,6,"66"
"02",2,2,6,2,1,3,2,5,"25"
"25",1,2,5,4,1,6,5,6,"39"
"10",2,2,5,4,1,4,4,5,"41"
"23",1,4,6,3,1,3,2,5,"68"
"13",1,2,1,4,1,4,5,5,"41"
"13",1,2,1,4,1,4,5,5,"41"
"02",2,2,1,4,1,3,1,6,"41"
"06",1,2,3,3,1,2,3,5,"26"
"17",1,4,5,2,1,6,7,6,"78"
"07",1,3,5,4,2,6,1,6,"55"
"07",1,2,5,2,2,3,4,6,"28"
"14",1,3,5,4,2,6,3,6,"64"
"15",1,3,5,4,2,6,7,6,"61"
"18",1,2,1,3,2,3,5,5,"35"
"20",1,2,6,4,2,1,4,6,"30"
"21",1,2,5,3,2,1,3,5,"32"
"25",1,3,5,4,2,1,4,5,"48"
"32",1,3,5,3,2,2,3,5,"46"
"11",1,3,5,2,3,2,3,6,"62"
"13",2,4,6,2,3,6,1,6,"70"
"14",1,2,5,3,3,2,5,6,"42"
"17",1,3,5,1,3,6,7,6,"59"
"21",2,3,4,1,3,6,6,6,"50"
"24",2,2,2,3,3,4,1,5,"34"
"25",1,3,5,1,3,1,4,5,"62"
"30",1,2,1,1,3,2,1,5,"39"
"30",2,3,4,4,3,2,2,5,"55"
"31",1,2,5,3,3,1,3,5,"41"
"06",1,3,1,2,3,3,7,6,"48"
"16",1,2,5,3,3,1,4,5,"40"
"25",1,3,5,2,3,6,3,6,"52"
"07",1,2,1,2,4,2,2,5,"39"
"08",1,3,1,2,4,1,3,5,"51"
"10",1,2,5,3,4,1,2,5,"43"
"12",1,3,5,3,4,6,1,6,"63"
"13",1,3,5,1,4,6,2,6,"49"
"15",1,2,1,2,4,1,3,5,"30"
"16",1,2,1,2,4,6,4,6,"38"
"17",1,2,6,4,4,1,3,5,"43"
"20",1,3,5,2,4,6,2,6,"49"
"20",1,4,5,2,4,3,7,6,"67"
"24",1,3,5,3,4,1,1,5,"46"
"24",1,4,5,1,4,6,2,6,"70"
"24",2,2,4,3,4,3,2,6,"31"
"25",1,3,5,4,4,4,3,6,"55"
"25",1,3,5,4,4,4,3,6,"55"
"25",1,4,4,1,4,4,5,6,"68"
"30",1,2,5,4,4,6,7,6,"38"
"09",1,3,5,2,1,1,2,5,"63"
"09",1,2,6,4,1,4,3,6,"29"
"09",1,2,6,4,1,4,3,6,"29"
"09",2,3,2,2,1,4,2,5,"45"
"09",2,3,2,2,1,4,2,5,"45"
"09",2,3,2,2,1,4,2,5,"45"
"09",2,2,6,4,1,2,7,6,"38"
"09",2,3,5,3,1,4,2,5,"47"
"09",2,3,5,3,1,4,2,5,"47"
"09",1,3,5,4,1,4,4,6,"60"
"09",1,3,5,4,1,4,4,6,"60"
"09",1,2,1,4,1,4,3,6,"41"
"15",1,4,5,3,1,4,2,5,"71"
"14",1,2,5,3,1,4,5,6,"38"
"14",2,3,5,2,1,3,2,5,"55"
"14",1,2,6,4,1,1,5,6,"33"
"14",1,2,6,4,1,1,5,6,"33"
"19",1,3,5,3,1,3,4,6,"49"
"21",2,4,5,4,1,4,4,6,"65"
"21",1,4,5,1,2,2,3,5,"66"
"31",1,4,1,4,1,4,3,6,"67"
"30",1,2,5,4,1,2,5,6,"39"
"15",1,3,5,3,3,2,3,6,"49"
"05",1,3,1,1,1,4,4,5,"53"
"07",1,2,1,4,1,4,5,6,"37"
"08",1,3,5,4,1,4,1,5,"46"
"08",2,2,5,4,1,4,7,6,"44"
"08",1,3,5,4,1,4,4,6,"52"
"02",1,3,5,4,1,4,7,6,"57"
"26",1,3,5,3,1,4,7,6,"48"
"26",1,3,5,3,1,3,4,6,"54"
"17",1,2,5,3,2,3,2,6,"37"
"32",1,2,6,4,1,4,5,6,"34"
"22",1,2,1,3,1,4,5,6,"39"
"28",1,2,1,4,1,1,3,5,"29"
"28",1,2,6,3,1,1,2,5,"42"
"30",2,3,5,4,1,3,7,6,"45"
"30",2,3,1,2,1,3,7,6,"50"
"30",2,3,1,2,1,3,7,6,"50"
"29",1,3,6,4,2,4,5,5,"48"
"30",1,3,5,4,2,4,7,6,"63"
"30",1,3,5,4,2,4,7,6,"63"
"30",1,3,5,4,2,4,7,6,"63"
"16",1,2,5,4,2,3,4,6,"40"
"23",2,3,1,2,2,3,3,5,"52"
"07",1,2,1,2,3,1,2,5,"27"
"20",2,2,1,4,3,4,2,5,"35"
"21",1,3,5,1,3,1,2,5,"63"
"22",2,3,5,1,3,2,3,6,"59"
"27",2,2,6,4,3,3,2,5,"40"
"13",1,3,5,2,3,1,3,5,"59"
"14",1,2,5,3,3,1,4,5,"34"
"14",1,2,5,3,3,1,4,5,"34"
"26",1,2,5,2,3,2,5,6,"26"
"27",1,4,5,4,3,6,7,6,"65"
"04",1,4,5,1,4,6,2,6,"73"
"04",1,4,5,1,4,6,7,6,"75"
"10",2,3,1,1,4,4,1,5,"51"
"11",1,3,5,2,4,1,3,5,"46"
"11",1,3,5,1,4,6,2,6,"62"
"21",1,2,1,3,4,1,3,5,"25"
"21",1,2,6,2,4,6,1,6,"37"
"21",1,4,5,2,4,6,2,6,"65"
"21",1,4,5,2,4,6,2,6,"65"
"21",1,4,5,2,4,6,2,6,"65"
"22",1,3,5,2,4,1,3,5,"59"
"25",1,4,5,1,4,6,5,6,"69"
"25",1,2,5,4,4,4,7,6,"44"
"30",1,2,1,3,4,6,1,6,"38"
"30",1,3,1,1,4,1,2,5,"58"
